SAMPLE sam_0001 ERS2548971 SAMEA4728839
SAMPLE sam_0000 ERS2548972 SAMEA4728840
RUN run_0001 ERR2639415
RUN run_0000 ERR2639416
EXPERIMENT exp_0000 ERX2655969
EXPERIMENT exp_0001 ERX2655970
PROJECT proj_0000 PRJEB27553 ERP109617
